"product_id";"product_name";"quantity";"product_ean";"product_sku";"product_category_name";"price";"product_tax";"weight";"description";"additional_desc_1";"additional_desc_2";"additional_desc_3";"additional_desc_4";"photo";"additional_photo_1";"additional_photo_2";"additional_photo_3";"additional_photo_4";"additional_photo_5";"additional_photo_6";"additional_photo_7";"additional_photo_8";"additional_photo_9";"additional_photo_10";"additional_photo_11";"additional_photo_12";"additional_photo_13";"additional_photo_14";"additional_photo_15";"product_manufacturer_name"
"36817615";"Stelaż do łóżka pod materac 138x197 eko + nóżki";100;"";"Eko140N19,5";"Brak danych";227.55;23%;15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36818790";"Stelaż do łóżka pod materac 158x197 eko + nóżki";100;"";"Eko160N19,5";"Brak danych";233.70;23%;15.5;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36819010";"Stelaż do łóżka Eko 159x199 + nóżki";90;"";"160Eko99N22";"Brak danych";239.85;23%;16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36819480";"Stelaż do łóżka Eko 179x199 + nóżki";90;"";"180Eko99N22";"Brak danych";252.15;23%;16.5;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36819664";"Listwa sprężynująca sprężysta gięta 580mm";1000;"";"Lis580";"Brak danych";2.46;23%;1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"52095257";"Stelaż do łóżka Eko 159x199 + nóżki";0;"";"160eko99N20";"Brak danych";221.40;23%;16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"52095263";"Stelaż do łóżka Eko 139x199 + nóżki";0;"";"140eko99N20";"Brak danych";212.79;23%;16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"52095265";"Stelaż do łóżka Eko 119x199 + nóżki";0;"";"120eko99N20";"Brak danych";205.41;23%;16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"52095270";"Stelaż do łóżka Eko 179x199 + nóżki";0;"";"180eko99N20";"Brak danych";228.78;23%;16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"52095274";"Stelaż do łóżka Eko 199x199 + nóżki";0;"";"200eko99N20";"Brak danych";236.16;23%;16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
