"product_id";"product_name";"quantity";"product_ean";"product_sku";"product_category_name";"price";"product_tax";"weight";"description";"additional_desc_1";"additional_desc_2";"additional_desc_3";"additional_desc_4";"photo";"additional_photo_1";"additional_photo_2";"additional_photo_3";"additional_photo_4";"additional_photo_5";"additional_photo_6";"additional_photo_7";"additional_photo_8";"additional_photo_9";"additional_photo_10";"additional_photo_11";"additional_photo_12";"additional_photo_13";"additional_photo_14";"additional_photo_15";"product_manufacturer_name"
"62484849";"Listwa 555";3;"";"lis555";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/09879604c25f4c95af33b63fba6d5d1c.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484850";"Listwa 580";0;"";"lis580";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/19352b92b02b50fc71c19d2094a33c46.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484851";"Listwa 655";2;"";"lis655";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/6022bd37c88227e9349d5e28327d88da.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484852";"Listwa 680";5;"";"lis680";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/f5ccafcc75f94da66ef2ad8dc5b56c49.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484861";"Listwa 695";1;"";"lis695";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/11db04d39222c95827177da5e401e4de.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484863";"Listwa 755";5;"";"lis755";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/5ec7c6f8d8604464188cad3241b13b09.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484864";"Listwa 780";6;"";"lis780";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/3267e8bfcb675e7f17346a53c2610157.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484871";"Listwa 825";0;"";"lis825";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/8fa202e12dde583278f9ed37bb05d153.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484872";"Listwa 855";9;"";"lis855";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/0f29175ff3dff62e9a0eada36a73993c.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484873";"Listwa 880";3;"";"lis880";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/5055887b38c77474825066ed99b46060.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484874";"Listwa 980";0;"";"lis980";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/37fc88fb69826570dd024cd5756bad23.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62484875";"Listwa 995";0;"";"lis995";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/25f434cb4bab7b4a3d423c15d42a6bbb.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62485010";"Boczna 1150";16;"";"bo1150";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/53f2d60a3bd5801e4b3dabd87deeff2d.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62485012";"Boczna 1350";10;"";"bo1350";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/968a2c02c7af328f46aa545c5f763f7a.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62485013";"Boczna 1550";9;"";"bo1550";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/a1a2168850788daffc4650b348fb4fef.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62485014";"Boczna 1750";10;"";"bo1750";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/ee58e6d5ed4caf00a969dfdb2a586828.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62485015";"Boczna 1970";0;"";"bo1970";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/2403cf551e70ab79283e461895d0b0a2.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62485016";"Boczna 2000";28;"";"bo2000";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/12ec73a9992953236ee7e97e742c7a41.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62485032";"Środkowa 1930";11;"";"sro1930";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/5bc5b296deb36576278e4b248845041b.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62485042";"Środkowa 1960";11;"";"sro1960";"Brak danych";0.00;23%;0;"";"";"";"";"";"https://upload.cdn.baselinker.com/products/2000076/094de93a8f9d065c45f3662ecfaa326c.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
