"product_id";"product_name";"quantity";"product_ean";"product_sku";"product_category_name";"price";"product_tax";"weight";"description";"additional_desc_1";"additional_desc_2";"additional_desc_3";"additional_desc_4";"photo";"additional_photo_1";"additional_photo_2";"additional_photo_3";"additional_photo_4";"additional_photo_5";"additional_photo_6";"additional_photo_7";"additional_photo_8";"additional_photo_9";"additional_photo_10";"additional_photo_11";"additional_photo_12";"additional_photo_13";"additional_photo_14";"additional_photo_15";"product_manufacturer_name"
"36820207";"Stelaż do łóżka 120x200  automat spr";100;"";"120proSpr";"Brak danych";215.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36820679";"Stelaż do łóżka 120x180  automat spr";100;"";"120pro18Spr";"Brak danych";215.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36820817";"Stelaż do łóżka 100x200 boczny minigaz, krótszy o 2 cm";100;"";"BO100prominigaz350-2d";"Brak danych";230.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36821138";"Stelaż do łóżka 100x200 minigaz, krótszy o 4 cm";100;"";"100prominigaz500-4d";"Brak danych";230.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36821560";"Stelaż do łóżka 100x200  automat spr";100;"";"100proSpr";"Brak danych";185.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36821810";"Stelaż do łóżka 90x200  automat spr";100;"";"90proSpr";"Brak danych";175.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36821969";"Stelaż do łóżka 90x190  automat spr";100;"";"90pro19Spr";"Brak danych";175.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36822247";"Ramka sklejka 75x25 + 2 listwy 30 cm";0;"";"ramka75x25";"Brak danych";35.00;0%;4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36822269";"Stelaż do łóżka 90x160  automat spr";100;"";"90pro16Spr";"Brak danych";175.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36822770";"Stelaż do łóżka 140x200 automat gazowy";100;"";"140promgaz600";"Brak danych";270.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36823022";"Stelaż do łóżka 90x180  automat spr, węższy o 2 cm";100;"";"90pro18Spr-2s";"Brak danych";185.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36823218";"Stelaż do łóżka 80x180  automat spr";100;"";"80pro18Spr";"Brak danych";170.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36823381";"Stelaż do łóżka 80x180 bez pojemnika";100;"";"80pro18M";"Brak danych";125.00;0%;14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36823631";"Stelaż do łóżka 100x200 bez pojemnika";100;"";"100proM";"Brak danych";140.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36824134";"Stelaż do łóżka 90x180  automat spr";100;"";"90pro18Spr";"Brak danych";175.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36824584";"Stelaż do łóżka 100x200  automat spr, węższy o 2 cm";100;"";"100proSpr-2s";"Brak danych";195.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36825290";"Stelaż do łóżka 160x200  automat gazowy";100;"";"160promgaz600";"Brak danych";230.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36825550";"Stelaż do łóżka 130x200  automat spr , węższy o 2 cm";100;"";"130proSpr-2s";"Brak danych";255.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36827338";"Stelaż do łóżka 90x190  automat spr , węższy o 2 cm";100;"";"90pro19Spr-2s";"Brak danych";185.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36827502";"Stelaż do łóżka 80x180 boczny minigaz";100;"";"BO80pro18minigaz350";"Brak danych";200.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36827851";"Stelaż do łóżka 80x160  automat spr";100;"";"80pro16Spr";"Brak danych";170.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36828099";"Stelaż do łóżka 100x180 bez pojemnika";100;"";"100pro18M";"Brak danych";140.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"36828454";"Stelaż do łóżka 90x200 bez pojemnika";100;"";"90proM";"Brak danych";130.00;0%;19;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
