"product_id";"product_name";"quantity";"product_ean";"product_sku";"product_category_name";"price";"product_tax";"weight";"description";"additional_desc_1";"additional_desc_2";"additional_desc_3";"additional_desc_4";"photo";"additional_photo_1";"additional_photo_2";"additional_photo_3";"additional_photo_4";"additional_photo_5";"additional_photo_6";"additional_photo_7";"additional_photo_8";"additional_photo_9";"additional_photo_10";"additional_photo_11";"additional_photo_12";"additional_photo_13";"additional_photo_14";"additional_photo_15";"product_manufacturer_name"
"38025609";"Stelaż do łóżka 90x200 premium podnoszony sprężynowy";99;"";"90prosprSG";"Brak danych";196.80;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38025623";"Stelaż do łóżka 120x200 premium podnoszony sprężynowy";99;"";"120prosprSG";"Brak danych";252.15;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38025624";"Stelaż do łóżka 100x200 premium podnoszony sprężynowy";98;"";"100prosprSG";"Brak danych";209.70;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38025625";"Stelaż do łóżka 110x200 premium podnoszony sprężynowy";98;"";"110prosprSG";"Brak danych";252.15;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38025626";"Stelaż do łóżka 130x200 premium podnoszony sprężynowy";98;"";"130prosprSG";"Brak danych";264.45;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38025628";"Stelaż do łóżka 140x200 premium podnoszony sprężynowy";97;"";"140prosprSG";"Brak danych";264.45;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38025641";"Stelaż do łóżka 160x200 premium podnoszony sprężynowy";98;"";"160prosprSG";"Brak danych";276.75;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38025648";"Stelaż do łóżka 180x200 premium podnoszony sprężynowy";99;"";"180prosprSG";"Brak danych";289.05;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38025655";"Wysyłka GLS";-46;"";"";"Brak danych";24.60;23%;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39672121";"Stelaż do łóżka 80x200 premium podnoszony sprężynowy";100;"";"80prosprSG";"Brak danych";190.65;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"39980823";"Stelaż do łóżka 100x190 premium podnoszony sprężynowy";99;"";"100pro19sprSG";"Brak danych";209.70;23%;12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
